Date,MSFT,AAPL,NVDA,AMZN,GOOGL,META,GOOG,CVX,TSLA,LLY,UNH,AVGO,JPM,V,XOM,JNJ,HD,MA,PG,COST,MRK,ABBV,ADBE,CRM,AMD
01/04/2021,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2021,0.1058690012628569,0.06982414331352142,3.982899579408488,-1.6361360127282762,1.808598431743701,-4.267774364438952,2.4185490262681157,7.147035633441005,12.095458963649772,12.561292870832261,3.458658829950339,4.872373266069478,10.44884023617858,-1.5810633847466435,11.950286763301408,1.9967968749999998,3.262775909819663,-0.17201135519924882,-0.10145618093722952,-3.919647405401626,5.367552054197659,3.4247157343138177,-2.39565623846672,-0.5649484997633345,5.591749849296675
01/12/2021,1.300841085287764,0.8456011750175442,1.9833597561271146,-0.8151974135594924,2.1861334254224962,-4.164123535156239,2.57953770250743,4.876400379652387,11.990928857277062,9.706717228454076,6.009910903260966,6.163483961220671,7.961191830274526,-2.3105717356843627,7.813558281075589,0.5660133290234016,4.646667093507519,-2.1402887142879163,-1.2394618200962766,-2.5734297064640406,3.114912469056471,4.80190814252685,-0.5167711823433959,-1.1376127190546288,4.0820756948831685
01/13/2021,1.0745669612702484,1.971018048665266,4.351264081946902,0.28158917212783396,1.1866219343199405,-5.362916447597736,0.8241128262626629,3.164067518158533,9.873598285241941,12.985752390865915,-0.9761811559619799,4.43225339181912,3.4343014063410173,-1.343068277904704,7.599995930989584,-0.6981135914160771,2.6596648290958544,-0.7508312202640559,-1.7817570612980769,-1.0943094395643074,-0.25438714674653423,5.974928189070372,0.2229273445793645,0.5298778523488045,0.49271536102081903
01/14/2021,-2.5882515972606317,-2.6579998552817328,-1.2142170691066416,-1.6518838750491351,-2.6019087137784505,-8.449181310880736,-2.673407235170434,3.7032970948147796,-1.2850538134332883,12.315004855236118,-4.487738752235184,1.1342298264471604,3.8243707446921924,-5.747769371918813,11.305310894024084,0.08722160266629073,0.37029744221950167,-6.952980901151045,-1.9282141585957548,-1.5674207025443032,-2.607560656956954,4.48334058378151,-3.4854189554850263,-1.9999972256747287,-5.407378891314994
01/15/2021,-2.6639846622874432,-1.5868124568598763,-4.167674917035398,-1.3900868012958103,-2.779936386075829,-3.5012323369624,-2.7927189208750853,3.33257798448901,-2.7360514385388064,3.118921228357248,-3.1217272838362033,1.1892650929760737,3.0167911304463177,-5.7814591455491895,6.327705186921009,-0.16192981489119465,3.03585264894334,-8.193455677529958,-2.8612621410472974,-1.7418153844599797,-0.14371980641634388,3.222188248879729,-4.960684691912952,-2.9549721572090846,-6.189513740699571
01/19/2021,-0.027712498195727485,-0.5213993532648457,-5.288123452346531,0.024355374849759616,2.2408046726152304,1.7418077136943928,2.1061395503410765,1.996544788479877,1.6305641146773464,8.583622199080484,-1.6064144719173317,2.568282886785623,-1.0040226124219498,-5.029666035590646,2.9077140639194097,2.2808702620331593,0.767222604193823,-6.090810461195466,-3.0830611620057167,-2.618131532773867,-2.2673910053947792,2.7101254819539187,-3.7752162736571373,-0.568809859249557,-8.593913355463204
01/20/2021,4.821975450618039,2.5396120005948983,-0.9210472438825147,4.3133378960191475,8.843184604039307,6.332740107855464,8.531100430596638,2.339056198023694,-0.2708812675581581,11.916806126662982,-1.4605134485539593,2.5716227856456784,-1.8904648145020484,-1.6236135312615814,2.0605811356966375,2.6227701872781832,-1.440842873343312,-4.204680159427096,-3.770979721059109,-0.8425521764577041,-1.0915243131806742,2.5683056616081776,-0.48092987577793966,2.967743060555876,-4.58015486333493
01/21/2021,4.19619165621076,4.640666608415735,2.1546983806687385,4.403126213349031,7.735280717162328,7.683505007761256,7.848336884047404,-2.0545031456429474,0.1897076747588055,9.218978483930176,-0.5184268101088311,2.934885068021419,-4.028758944268658,-2.578718595098695,-0.8041224528833762,0.7977555647506654,1.6575547515368851,-4.086724569166438,-4.671468028155315,-0.8743202751451348,-1.5044874149242125,0.505876425859444,-0.08255850752823123,1.8054357872624376,-0.2615210554087604
