Date,Open,High,Low,Close,Adj Close,Volume
01/04/2021,439.3299865722656,442.239990234375,421.239990234375,425.2200012207031,391.186767578125,2417100
01/05/2021,425.04998779296875,429.3900146484375,422.3999938964844,428.1000061035156,393.8362731933594,1506900
01/06/2021,423.29998779296875,434.5799865722656,420.5400085449219,425.4599914550781,391.4075622558594,1722600
01/07/2021,432.05999755859375,444.5899963378906,430.6000061035156,443.3900146484375,407.90252685546875,2126700
01/08/2021,447.0,449.989990234375,438.6499938964844,445.6400146484375,409.9724426269531,1527100
01/11/2021,440.6099853515625,448.7799987792969,440.4200134277344,445.760009765625,410.0827941894531,1166000
01/12/2021,447.7699890136719,454.760009765625,445.6000061035156,449.3900146484375,413.4223327636719,1384600
01/13/2021,450.29998779296875,453.489990234375,448.1099853515625,451.2099914550781,415.0965576171875,1311800
01/14/2021,453.510009765625,458.5,451.3299865722656,452.07000732421875,415.8878173828125,1969200
01/15/2021,448.17999267578125,450.0,440.6600036621094,445.8500061035156,410.16558837890625,1816500
01/19/2021,448.2799987792969,459.489990234375,448.2799987792969,459.2699890136719,422.51153564453125,1881900
01/20/2021,459.5199890136719,465.7900085449219,455.0,461.8800048828125,424.91259765625,1471000
01/21/2021,462.1099853515625,469.4700012207031,460.3999938964844,466.82000732421875,429.45721435546875,1574900
01/22/2021,463.7200012207031,467.54998779296875,462.3800048828125,465.0199890136719,427.8013000488281,1624800
01/25/2021,469.55999755859375,470.0,456.0799865722656,464.7900085449219,427.5897521972656,1469200
01/26/2021,462.6499938964844,467.0299987792969,461.8800048828125,463.8699951171875,426.7433166503906,1074200
01/27/2021,455.5400085449219,456.9599914550781,441.510009765625,444.70001220703125,409.1076354980469,2185700
01/28/2021,455.5299987792969,458.4800109863281,447.0299987792969,451.739990234375,415.584228515625,1694600
01/29/2021,449.8999938964844,458.1000061035156,447.6300048828125,450.5,414.44342041015625,2206900
02/01/2021,455.8500061035156,469.32000732421875,453.5899963378906,466.739990234375,429.3836364746094,1702700
02/02/2021,469.760009765625,476.9700012207031,468.0,476.8800048828125,438.7120666503906,1614100
02/03/2021,476.92999267578125,478.5199890136719,464.5899963378906,465.19000244140625,427.9576721191406,1785700
02/04/2021,460.0,471.1600036621094,457.4800109863281,470.6300048828125,432.96234130859375,1524300
02/05/2021,474.3299865722656,476.9200134277344,465.3599853515625,466.010009765625,428.71209716796875,1248800
02/08/2021,468.75,473.4200134277344,465.5799865722656,472.70001220703125,434.86663818359375,1761000
02/09/2021,472.0,475.19000244140625,468.6199951171875,474.6300048828125,436.6421203613281,1275800
02/10/2021,477.2099914550781,477.489990234375,465.489990234375,470.04998779296875,432.4287109375,1458700
02/11/2021,473.69000244140625,479.3500061035156,469.19000244140625,478.3900146484375,440.1012268066406,1712300
02/12/2021,478.3800048828125,487.0199890136719,474.8900146484375,486.32000732421875,447.3965148925781,1355100
02/16/2021,490.8800048828125,494.7799987792969,487.0199890136719,489.1300048828125,449.9815979003906,1516300
02/17/2021,484.2300109863281,486.1199951171875,475.05999755859375,482.4800109863281,443.86383056640625,1408400
02/18/2021,480.2300109863281,485.4100036621094,475.1300048828125,483.260009765625,444.5814208984375,1671500
02/19/2021,487.25,495.1400146484375,486.7699890136719,489.9599914550781,450.7451477050781,1799200
02/22/2021,484.0,486.6099853515625,475.32000732421875,476.3599853515625,438.233642578125,1696700
02/23/2021,471.1400146484375,474.6199951171875,456.05999755859375,471.8999938964844,434.130615234375,2130300
02/24/2021,467.67999267578125,481.4100036621094,462.6600036621094,480.8800048828125,442.391845703125,1512500
02/25/2021,474.75,479.3800048828125,455.2099914550781,457.1600036621094,420.57037353515625,2314800
02/26/2021,467.5299987792969,475.760009765625,460.739990234375,469.8699951171875,432.2630920410156,2264000
03/01/2021,479.70001220703125,490.0,473.8599853515625,489.5799865722656,450.39556884765625,2467700
03/02/2021,490.3699951171875,490.8599853515625,479.6000061035156,480.510009765625,442.0515441894531,1854600
03/03/2021,478.0,481.3900146484375,461.9700012207031,463.05999755859375,425.9981384277344,2399100
03/04/2021,461.6700134277344,467.0,441.42999267578125,443.5899963378906,408.0865173339844,3457500
03/05/2021,454.25,456.0,433.0,450.1400146484375,414.1122741699219,4241400
03/08/2021,446.8299865722656,447.9599914550781,419.260009765625,421.25,387.5345153808594,4524300
03/09/2021,435.69000244140625,446.8999938964844,430.6000061035156,443.6000061035156,408.0956726074219,3788400
03/10/2021,447.3500061035156,454.0299987792969,435.1000061035156,437.5899963378906,402.56671142578125,1991400
03/11/2021,449.0199890136719,457.45001220703125,442.0899963378906,453.69000244140625,417.3780822753906,2617000
03/12/2021,445.3599853515625,453.489990234375,444.5199890136719,451.1700134277344,415.059814453125,1890600
03/15/2021,455.17999267578125,471.2300109863281,453.19000244140625,470.7699890136719,433.0910339355469,3124100
03/16/2021,471.2699890136719,484.0,467.4100036621094,478.17999267578125,439.9079284667969,3119000
03/17/2021,470.29998779296875,487.2699890136719,470.010009765625,483.5899963378906,444.8849792480469,2375400
03/18/2021,474.55999755859375,483.3500061035156,463.75,464.1499938964844,427.0009460449219,2872800
03/19/2021,457.04998779296875,476.67999267578125,454.1000061035156,474.4599914550781,439.89764404296875,10860200
03/22/2021,472.9100036621094,481.2799987792969,471.6700134277344,475.2799987792969,440.65789794921875,3180500
03/23/2021,473.7799987792969,475.3699951171875,462.6499938964844,464.05999755859375,430.2552185058594,2471200
03/24/2021,469.45001220703125,469.989990234375,456.8699951171875,457.2699890136719,423.95989990234375,2088200
03/25/2021,454.9599914550781,464.0199890136719,449.30999755859375,461.70001220703125,428.0671691894531,1753700
03/26/2021,456.6400146484375,483.0,456.6400146484375,482.0400085449219,446.9255065917969,2892500
03/29/2021,480.3999938964844,481.1600036621094,468.2699890136719,472.6199951171875,438.19171142578125,2841000
03/30/2021,463.8800048828125,464.0,451.6199951171875,456.1600036621094,422.93072509765625,2793500
03/31/2021,459.0,467.07000732421875,452.3999938964844,463.6600036621094,429.8843994140625,2868400
04/01/2021,472.07000732421875,476.5799865722656,469.20001220703125,475.95001220703125,441.27911376953125,2352800
04/05/2021,480.29998779296875,489.6400146484375,476.82000732421875,488.4800109863281,452.8963928222656,2296600
04/06/2021,483.1199951171875,488.2200012207031,477.739990234375,483.8699951171875,448.6221923828125,1806300
04/07/2021,480.010009765625,483.9100036621094,478.0,482.4599914550781,447.31488037109375,1207400
04/08/2021,487.9800109863281,487.9800109863281,480.1199951171875,485.4800109863281,450.11492919921875,1812100
04/09/2021,480.0,485.30999755859375,476.5400085449219,485.0899963378906,449.7532653808594,1661400
04/12/2021,481.92999267578125,485.4200134277344,478.6000061035156,483.6700134277344,448.436767578125,2324700
04/13/2021,485.0,488.2200012207031,480.2900085449219,484.9599914550781,449.6327209472656,1528100
04/14/2021,482.4700012207031,489.19000244140625,475.19000244140625,477.29998779296875,442.5307312011719,1822000
04/15/2021,481.6400146484375,482.30999755859375,476.7799987792969,480.0,445.03411865234375,1837000
04/16/2021,480.4800109863281,481.7799987792969,476.7799987792969,478.7900085449219,443.91217041015625,1626300
04/19/2021,476.5299987792969,476.79998779296875,460.04998779296875,462.0,428.3453369140625,2631900
04/20/2021,460.010009765625,462.0299987792969,454.5400085449219,457.260009765625,423.95062255859375,1912800
04/21/2021,455.2200012207031,460.3399963378906,452.6000061035156,459.7900085449219,426.2962951660156,2594700
04/22/2021,455.1000061035156,461.1400146484375,449.0,455.1099853515625,421.9572448730469,2705700
04/23/2021,458.489990234375,467.8500061035156,457.5,466.1300048828125,432.1744079589844,2289000
04/26/2021,467.0199890136719,473.8299865722656,463.57000732421875,471.8500061035156,437.4777526855469,1827100
04/27/2021,473.70001220703125,474.260009765625,465.05999755859375,466.3500061035156,432.37841796875,1326700
04/28/2021,465.3699951171875,465.9700012207031,456.04998779296875,459.20001220703125,425.749267578125,1594000
04/29/2021,469.69000244140625,469.69000244140625,459.0299987792969,466.2900085449219,432.3228454589844,1465000
04/30/2021,459.7099914550781,460.7300109863281,453.8399963378906,456.20001220703125,422.96783447265625,1936700
05/03/2021,459.75,459.8399963378906,448.2799987792969,450.1400146484375,417.3492736816406,1509800
05/04/2021,447.2200012207031,447.70001220703125,437.30999755859375,444.5400085449219,412.1572265625,2349700
05/05/2021,450.4100036621094,451.44000244140625,442.3699951171875,443.8299865722656,411.4989013671875,1638800
05/06/2021,443.79998779296875,449.0899963378906,439.8399963378906,448.5799865722656,415.90283203125,1349500
05/07/2021,454.5899963378906,458.3800048828125,449.20001220703125,452.5799865722656,419.6115417480469,1171200
05/10/2021,448.3800048828125,448.5299987792969,435.7699890136719,436.1000061035156,404.3320007324219,2523900
05/11/2021,425.0,441.760009765625,423.04998779296875,440.07000732421875,408.0128173828125,1788700
05/12/2021,429.2900085449219,430.8599853515625,419.1400146484375,422.3800048828125,391.6114501953125,2994000
05/13/2021,429.8900146484375,434.82000732421875,425.6400146484375,430.6000061035156,399.2326965332031,2184100
05/14/2021,436.3900146484375,445.1199951171875,432.04998779296875,441.6199951171875,409.4499206542969,1696400
05/17/2021,442.1400146484375,442.1400146484375,432.8399963378906,439.94000244140625,407.8923034667969,1572500
05/18/2021,443.9200134277344,444.44000244140625,433.2799987792969,433.739990234375,402.1438903808594,1782400
05/19/2021,426.0,442.5,425.70001220703125,441.7200012207031,409.5426330566406,2136900
05/20/2021,445.75,459.29998779296875,445.3299865722656,455.0,421.8551940917969,2188600
05/21/2021,457.989990234375,457.989990234375,449.3399963378906,451.239990234375,418.3691101074219,1321600
05/24/2021,456.9200134277344,462.44000244140625,456.3599853515625,459.19000244140625,425.739990234375,1442000
05/25/2021,461.8999938964844,462.9599914550781,456.5,459.5400085449219,426.0644836425781,960000
05/26/2021,460.7699890136719,462.1000061035156,455.5299987792969,460.489990234375,426.9452819824219,987300
05/27/2021,460.0,468.44000244140625,459.6499938964844,467.67999267578125,433.6115417480469,1909800
05/28/2021,470.0,474.6199951171875,467.67999267578125,472.3299865722656,437.9227600097656,1994600
06/01/2021,475.44000244140625,478.0,467.20001220703125,468.30999755859375,434.1956481933594,1627700
06/02/2021,471.8299865722656,477.70001220703125,469.4700012207031,473.7300109863281,439.2208557128906,1328600
06/03/2021,468.79998779296875,469.760009765625,463.260009765625,464.79998779296875,430.9413146972656,2038900
06/04/2021,470.5,478.3999938964844,469.5199890136719,475.0,440.3983154296875,2386500
06/07/2021,473.0,474.4800109863281,462.4700012207031,463.7799987792969,429.9955749511719,2414200
06/08/2021,468.04998779296875,472.3900146484375,463.510009765625,463.5299987792969,429.76385498046875,1661500
06/09/2021,467.19000244140625,467.19000244140625,461.7200012207031,463.92999267578125,430.13470458984375,1212600
06/10/2021,465.5,469.5400085449219,460.2099914550781,468.6700134277344,434.5294494628906,1541300
06/11/2021,468.44000244140625,472.1300048828125,467.1499938964844,470.70001220703125,436.4115905761719,1450800
06/14/2021,470.489990234375,475.8999938964844,466.05999755859375,475.8299865722656,441.1678466796875,1467500
06/15/2021,476.55999755859375,476.57000732421875,468.54998779296875,470.739990234375,436.4486389160156,1113100
06/16/2021,470.2699890136719,471.1199951171875,461.4800109863281,465.75,431.8221740722656,2043700
06/17/2021,464.8800048828125,475.239990234375,463.94000244140625,471.1700134277344,436.8473815917969,2088100
06/18/2021,467.2699890136719,469.760009765625,460.510009765625,463.5,429.7359924316406,2853700
06/21/2021,461.1700134277344,465.3800048828125,458.44000244140625,464.6099853515625,434.1370849609375,1859100
06/22/2021,466.5799865722656,468.5799865722656,461.32000732421875,464.45001220703125,433.98760986328125,1372200
06/23/2021,463.8599853515625,467.8800048828125,463.0400085449219,466.6600036621094,436.0526428222656,1767400
06/24/2021,469.8900146484375,473.6499938964844,468.6000061035156,470.05999755859375,439.22967529296875,1250200
06/25/2021,471.3500061035156,472.45001220703125,460.0,462.20001220703125,431.8852233886719,1910000
06/28/2021,466.0,476.2900085449219,465.510009765625,472.79998779296875,441.7899169921875,1398700
06/29/2021,472.3699951171875,477.30999755859375,470.739990234375,477.1499938964844,445.8546142578125,1418400
06/30/2021,478.1300048828125,478.5899963378906,472.5299987792969,476.8399963378906,445.56494140625,1538100
07/01/2021,477.8399963378906,477.8399963378906,468.92999267578125,469.6400146484375,438.8371887207031,1115300
07/02/2021,476.7699890136719,478.5799865722656,455.7099914550781,468.1700134277344,437.463623046875,3705400
07/06/2021,470.3999938964844,476.75,468.29998779296875,473.2799987792969,442.2384338378906,1387000
07/07/2021,475.0,475.3599853515625,466.3699951171875,469.5400085449219,438.7437744140625,1258100
07/08/2021,464.4200134277344,471.0799865722656,461.55999755859375,470.5,439.64080810546875,1601100
07/09/2021,469.57000732421875,480.8800048828125,468.0299987792969,480.17999267578125,448.68585205078125,1678200
07/12/2021,481.32000732421875,494.0199890136719,473.260009765625,485.75,453.8905944824219,3314200
07/13/2021,485.3299865722656,487.5299987792969,482.0,484.010009765625,452.2647399902344,1180600
07/14/2021,489.20001220703125,492.0,480.75,481.5899963378906,450.0033874511719,1402000
07/15/2021,483.2799987792969,484.45001220703125,473.1199951171875,477.3399963378906,446.03216552734375,1262400
07/16/2021,479.05999755859375,480.2799987792969,467.260009765625,468.07000732421875,437.3702087402344,1398000
07/19/2021,463.4800109863281,465.9700012207031,457.5899963378906,465.6700134277344,435.12762451171875,1493800
07/20/2021,467.8900146484375,472.25,463.2699890136719,468.5899963378906,437.8560485839844,2072700
07/21/2021,469.6300048828125,479.2799987792969,468.5,479.0199890136719,447.60198974609375,1366000
07/22/2021,476.6000061035156,478.989990234375,474.510009765625,476.3299865722656,445.0883483886719,1258300
07/23/2021,480.0299987792969,483.5799865722656,476.8299865722656,483.1499938964844,451.46112060546875,1348900
07/26/2021,482.1600036621094,483.6199951171875,479.67999267578125,482.239990234375,450.6108093261719,1116000
07/27/2021,480.760009765625,481.80999755859375,467.79998779296875,475.3599853515625,444.1820373535156,1471500
07/28/2021,476.70001220703125,479.0799865722656,474.32000732421875,477.6499938964844,446.3218688964844,835900
07/29/2021,478.4700012207031,485.8299865722656,477.44000244140625,484.1099853515625,452.3580627441406,916200
07/30/2021,481.9599914550781,486.3399963378906,479.57000732421875,485.3999938964844,453.56353759765625,1154800
08/02/2021,489.04998779296875,494.6000061035156,483.510009765625,484.67999267578125,452.8907470703125,1561900
08/03/2021,485.489990234375,487.760009765625,479.9599914550781,486.7900085449219,454.8624267578125,1113500
08/04/2021,488.5299987792969,489.9800109863281,484.010009765625,487.79998779296875,455.80609130859375,1212300
08/05/2021,490.42999267578125,490.42999267578125,484.8900146484375,487.6700134277344,455.68463134765625,837200
08/06/2021,485.07000732421875,488.1199951171875,484.0299987792969,485.42999267578125,453.591552734375,996400
08/09/2021,486.489990234375,486.8299865722656,481.0,484.67999267578125,452.8907470703125,595200
08/10/2021,485.8999938964844,486.45001220703125,477.8299865722656,482.260009765625,450.6295166015625,931900
08/11/2021,484.80999755859375,485.9700012207031,479.7900085449219,483.54998779296875,451.8348693847656,981600
08/12/2021,482.2799987792969,485.0,476.7300109863281,484.260009765625,452.49835205078125,870200
08/13/2021,482.6099853515625,488.9700012207031,482.1099853515625,486.1600036621094,454.2736511230469,858200
08/16/2021,484.8299865722656,488.9100036621094,484.3999938964844,488.1400146484375,456.1238098144531,918800
08/17/2021,485.5899963378906,486.2200012207031,474.5199890136719,478.69000244140625,447.2936096191406,1649900
08/18/2021,476.6499938964844,477.0799865722656,468.3500061035156,468.9700012207031,438.21112060546875,1561600
08/19/2021,466.3500061035156,475.8299865722656,462.6600036621094,473.5299987792969,442.47198486328125,1404400
08/20/2021,472.82000732421875,476.2300109863281,470.44000244140625,475.1700134277344,444.0045166015625,1000700
08/23/2021,476.3299865722656,486.19000244140625,475.70001220703125,482.45001220703125,450.8070068359375,1570700
08/24/2021,482.3999938964844,483.0400085449219,480.1600036621094,481.42999267578125,449.85394287109375,942900
08/25/2021,481.57000732421875,486.2699890136719,481.57000732421875,483.4100036621094,451.70404052734375,1001700
08/26/2021,483.0,488.1099853515625,480.6000061035156,485.739990234375,453.8811950683594,1083600
08/27/2021,488.010009765625,496.44000244140625,486.6400146484375,495.94000244140625,463.4122314453125,1645900
08/30/2021,500.0,507.8500061035156,498.25,498.8900146484375,466.16876220703125,1961400
08/31/2021,501.2900085449219,501.2900085449219,492.70001220703125,497.2099914550781,464.59893798828125,1737800
09/01/2021,496.2699890136719,499.239990234375,492.8900146484375,493.1600036621094,460.8145751953125,1258600
09/02/2021,495.7900085449219,495.9800109863281,490.1600036621094,491.8999938964844,459.6371765136719,1699100
09/03/2021,495.9100036621094,506.0,495.0400085449219,497.67999267578125,465.0380554199219,2519100
09/07/2021,497.6000061035156,497.6000061035156,491.0,496.5899963378906,464.01959228515625,1239800
09/08/2021,499.6199951171875,499.8900146484375,488.1099853515625,494.3800048828125,461.9545593261719,1398700
09/09/2021,492.8500061035156,498.70001220703125,492.8500061035156,493.489990234375,461.1229553222656,1317400
09/10/2021,497.04998779296875,505.989990234375,496.510009765625,498.1499938964844,465.477294921875,1611000
09/13/2021,502.0,502.4700012207031,493.260009765625,498.9599914550781,466.2341613769531,1492700
09/14/2021,502.0,505.4200134277344,498.3599853515625,501.8699951171875,468.9532775878906,1413400
09/15/2021,502.1199951171875,510.70001220703125,499.4200134277344,509.739990234375,476.30712890625,2334600
09/16/2021,505.20001220703125,509.1499938964844,500.2099914550781,507.3500061035156,474.0738830566406,1756900
09/17/2021,503.9700012207031,507.6199951171875,501.0,506.0,472.81243896484375,3447000
09/20/2021,499.0,503.0,488.44000244140625,494.82000732421875,462.3656921386719,3010500
09/21/2021,493.489990234375,493.75,487.0,490.989990234375,462.149169921875,1693500
09/22/2021,494.25,503.0,492.2200012207031,500.5899963378906,471.18524169921875,2061000
09/23/2021,502.510009765625,507.2900085449219,500.5899963378906,504.29998779296875,474.67730712890625,1837000
09/24/2021,502.2699890136719,505.5,500.8299865722656,504.9200134277344,475.26092529296875,1060500
09/27/2021,499.7799987792969,505.82000732421875,497.3800048828125,504.8500061035156,475.19500732421875,983100
09/28/2021,497.0,501.45001220703125,490.5400085449219,491.0199890136719,462.1774597167969,2012400
09/29/2021,493.6300048828125,494.2699890136719,487.6499938964844,489.4800109863281,460.7279052734375,1578300
09/30/2021,494.5199890136719,494.5199890136719,484.4800109863281,484.92999267578125,456.4451599121094,1573500
10/01/2021,487.8500061035156,488.6600036621094,477.5,487.3500061035156,458.7230224609375,1605200
10/04/2021,484.92999267578125,486.55999755859375,472.7799987792969,475.95001220703125,447.99261474609375,2009300
10/05/2021,475.94000244140625,489.7900085449219,475.3299865722656,485.4200134277344,456.9063720703125,1655700
10/06/2021,483.1300048828125,489.3500061035156,479.70001220703125,488.7799987792969,460.06903076171875,1204200
10/07/2021,492.6300048828125,499.8999938964844,492.6300048828125,493.9200134277344,464.9071044921875,1326100
10/08/2021,496.82000732421875,498.0,491.2799987792969,492.8500061035156,463.89996337890625,1027900
10/11/2021,491.239990234375,499.5899963378906,490.8500061035156,492.3399963378906,463.419921875,1118600
10/12/2021,495.8399963378906,496.70001220703125,482.0199890136719,485.2799987792969,456.7746276855469,2099100
10/13/2021,481.1700134277344,485.3800048828125,479.54998779296875,485.010009765625,456.5204162597656,1642400
10/14/2021,491.8599853515625,499.1499938964844,490.82000732421875,497.6000061035156,468.37091064453125,1923300
10/15/2021,504.3999938964844,505.8599853515625,501.0799865722656,503.25,473.6889953613281,2510300
10/18/2021,500.3900146484375,503.9800109863281,498.6600036621094,503.3599853515625,473.7925720214844,1604200
